DiseaseId	Class
C0271980	C15
C0272272	C15
C0279582	C15
C1275128	C15
C0085577	C15
C0280745	C15
C0278840	C15
C2676767	C15
C4014733	C15
C2939465	C15
C1096485	C15
C0853888	C15
C1268936	C15
C1096487	C15
C1367970	C15
C0010403	C15
C1336548	C15
C2584620	C15
C0019061	C15
C0751552	C15
C0151854	C15
C0175707	C15
C0340987	C15
C1845919	C15
C0432408	C15
C0041364	C15
C0376362	C15
C1836860	C15
C3161174	C15
C1531551	C15
C2026186	C15
C1863659	C15
C0854818	C15
C0878520	C15
C0860218	C15
C2678311	C15
C0268128	C15
C0023452	C15
C2931322	C15
C0178416	C15
C0235592	C15
C0040015	C15
C1332937	C15
C0280803	C15
C2585350	C15
C1843004	C15
C0020455	C15
C0702159	C15
C0272315	C15
C0272278	C15
C0270710	C15
C0280248	C15
C4721414	C15
C0281658	C15
C1367420	C15
C1845076	C15
C0152266	C15
C0039730	C15
C1280798	C15
C1856139	C15
C1846242	C15
C1839161	C15
C4551825	C15
C1850900	C15
C0002895	C15
C4727151	C15
C1845292	C15
C1850380	C15
C1968689	C15
C0268338	C15
C0268242	C15
C4305253	C15
C4225429	C15
C0585216	C15
C0272263	C15
C0007965	C15
C4025182	C15
C0279581	C15
C0398639	C15
C1531608	C15
C1955861	C15
C1850000	C15
C0948109	C15
C1266100	C15
C0393485	C15
C0272178	C15
C1959589	C15
C0221019	C15
C0563307	C15
C0034150	C15
C1336755	C15
C0086438	C15
C2825560	C15
C0343101	C15
C1856883	C15
C1843355	C15
C1956260	C15
C0852077	C15
C0040028	C15
C0149642	C15
C0023473	C15
C0272157	C15
C2363755	C15
C1866423	C15
C1835813	C15
C0852336	C15
C1704424	C15
C1843832	C15
C2931850	C15
C0340164	C15
C2004493	C15
C1835817	C15
C0036203	C15
C0029804	C15
C0272118	C15
C0238478	C15
C0948343	C15
C2930809	C15
C1837915	C15
C1332205	C15
C0085692	C15
C4303787	C15
C4316812	C15
C2347747	C15
C1855480	C15
C0472713	C15
C4329303	C15
C0398623	C15
C0472762	C15
C1260403	C15
C2584409	C15
C3178807	C15
C0406305	C15
C0002880	C15
C0002879	C15
C1527407	C15
C0751674	C15
C0265965	C15
C1096488	C15
C0272003	C15
C2936346	C15
C4274391	C15
C0398627	C15
C0024248	C15
C0398635	C15
C2721734	C15
C2675646	C15
C0023493	C15
C0272327	C15
C0854834	C15
C0702157	C15
C0349532	C15
C1863239	C15
C1292779	C15
C0279706	C15
C0852709	C15
C2717750	C15
C2749656	C15
C0276668	C15
C0024793	C15
C0472813	C15
C2930941	C15
C2673427	C15
C0376544	C15
C0558916	C15
C4288893	C15
C1335482	C15
C4750854	C15
C0013374	C15
C1851741	C15
C1455705	C15
C1868263	C15
C2751288	C15
C1262481	C15
C0349639	C15
C3896960	C15
C2749016	C15
C0221027	C15
C1367654	C15
C2931521	C15
C1866091	C15
C0033838	C15
C1367652	C15
C1844020	C15
C1869122	C15
C2363142	C15
C0456863	C15
C0795917	C15
C1853509	C15
C0271986	C15
C0272006	C15
C4708104	C15
C0541719	C15
C0746351	C15
C0265345	C15
C0598894	C15
C0021071	C15
C2931757	C15
C0001733	C15
C2349595	C15
C1853666	C15
C3501647	C15
C4274077	C15
C0267988	C15
C0730304	C15
C0272394	C15
C3501679	C15
C1306856	C15
C0034152	C15
C0238239	C15
C0271934	C15
C0272405	C15
C0281241	C15
C2700425	C15
C0030312	C15
C1861185	C15
C1704423	C15
C0005129	C15
C0475813	C15
C2675059	C15
C0857812	C15
C2678480	C15
C0153888	C15
C1511306	C15
C2242796	C15
C1863224	C15
C3805143	C15
C2676510	C15
C0346979	C15
C1527405	C15
C0279549	C15
C0154301	C15
C0795907	C15
C0001824	C15
C1442907	C15
C2827356	C15
C4021731	C15
C1867451	C15
C0023448	C15
C0278846	C15
C1394891	C15
C1333290	C15
C1856447	C15
C2674321	C15
C4273671	C15
C1832388	C15
C0026987	C15
C0006413	C15
C0745091	C15
C0024236	C15
C1839167	C15
C4054044	C15
C2751090	C15
C1335103	C15
C0472801	C15
C3151205	C15
C1282971	C15
C1333297	C15
C0334674	C15
C3805089	C15
C0023485	C15
C0206180	C15
C1720957	C15
C1334749	C15
C0349633	C15
C0158996	C15
C4726581	C15
C2347753	C15
C0678199	C15
C2717961	C15
C0398648	C15
C2750080	C15
C4526729	C15
C2751259	C15
C1720958	C15
C2750081	C15
C1846545	C15
C1956093	C15
C1332979	C15
C2586012	C15
C4023021	C15
C4054752	C15
C0019613	C15
C4054727	C15
C1956131	C15
C1264195	C15
C1832431	C15
C0398689	C15
C1835228	C15
C4551974	C15
C0086774	C15
C0085576	C15
C0432562	C15
C0751958	C15
C0002874	C15
C1301362	C15
C0220644	C15
C2675860	C15
C1275298	C15
C0349649	C15
C1863769	C15
C0520744	C15
C0271907	C15
C2675212	C15
C0037999	C15
C0024307	C15
C3900098	C15
C1960221	C15
C2936739	C15
C1861455	C15
C0948149	C15
C1302772	C15
C3872845	C15
C0919746	C15
C3805232	C15
C0272002	C15
C0472772	C15
C0034155	C15
C0235983	C15
C2584777	C15
C1835931	C15
C0855095	C15
C0472792	C15
C0018188	C15
C1333172	C15
C0005283	C15
C3280976	C15
C0029810	C15
C0278844	C15
C1282968	C15
C3178806	C15
C1268935	C15
C2931263	C15
C0175703	C15
C0334633	C15
C0008272	C15
C1834582	C15
C0079757	C15
C1301145	C15
C4525062	C15
C2584421	C15
C2931007	C15
C4025735	C15
C0472761	C15
C0744822	C15
C1849507	C15
C0751622	C15
C0037018	C15
C0272317	C15
C0085404	C15
C2751260	C15
C0002891	C15
C0002893	C15
C4528176	C15
C1334030	C15
C2586031	C15
C4329780	C15
C1851801	C15
C0877153	C15
C0023492	C15
C0002883	C15
C2931884	C15
C0272220	C15
C1622814	C15
C4329969	C15
C1263989	C15
C2674218	C15
C3489734	C15
C4722227	C15
C0002886	C15
C2931351	C15
C3887558	C15
C0456877	C15
C1264039	C15
C0836924	C15
C0268336	C15
C0024312	C15
C0855139	C15
C1832241	C15
C0278879	C15
C0272132	C15
C1327915	C15
C1848029	C15
C1321547	C15
C1336082	C15
C1136084	C15
C0152267	C15
C1854273	C15
C1857034	C15
C0272323	C15
C0220597	C15
C3494187	C15
C1318533	C15
C4721452	C15
C1855067	C15
C2613439	C15
C1857719	C15
C0341106	C15
C0268243	C15
C0235584	C15
C0271899	C15
C0002896	C15
C1301361	C15
C0268247	C15
C1332633	C15
C2673187	C15
C0398703	C15
C4025184	C15
C4025186	C15
C0085702	C15
C4304338	C15
C0852711	C15
C1275303	C15
C1167779	C15
C1332978	C15
C0002878	C15
C0272199	C15
C1854520	C15
C0007361	C15
C0019045	C15
C0162316	C15
C4329634	C15
C0392607	C15
C3494186	C15
C0278769	C15
C0272080	C15
C2749559	C15
C0854802	C15
C1333032	C15
C0795841	C15
C2930977	C15
C3150926	C15
C3658294	C15
C1318550	C15
C0001815	C15
C0154298	C15
C1328061	C15
C2826321	C15
C0002876	C15
C0596848	C15
C0340971	C15
C4303426	C15
C0154307	C15
C0002989	C15
C1292753	C15
C0272296	C15
C1321546	C15
C0036489	C15
C3469521	C15
C3698497	C15
C4477053	C15
C4733577	C15
C0343968	C15
C0205969	C15
C4551546	C15
C0023486	C15
C0272195	C15
C0796004	C15
C2703042	C15
C0002892	C15
C1610621	C15
C1260903	C15
C0796466	C15
C2752081	C15
C2584774	C15
C1274310	C15
C1853288	C15
C0240803	C15
C0349533	C15
C2674723	C15
C0742343	C15
C1862322	C15
C0272363	C15
C4054085	C15
C0346977	C15
C1865349	C15
C0854867	C15
C1720956	C15
C0398641	C15
C1313885	C15
C0272330	C15
C1112746	C15
C2675369	C15
C3160843	C15
C0376545	C15
C1136085	C15
C0855090	C15
C0398704	C15
C1856251	C15
C0079765	C15
C0265265	C15
C1282974	C15
C2750067	C15
C0012739	C15
C1456873	C15
C0151857	C15
C0030489	C15
C4510605	C15
C0221409	C15
C2049069	C15
C0272325	C15
C0019618	C15
C2930976	C15
C2675526	C15
C0151638	C15
C0278787	C15
C0238425	C15
C0520739	C15
C4551512	C15
C4551514	C15
C4551511	C15
C1334815	C15
C0271905	C15
C0024306	C15
C0519037	C15
C0272274	C15
C1332970	C15
C0563312	C15
C0398625	C15
C1834478	C15
C0086922	C15
C0268347	C15
C0340978	C15
C1864997	C15
C1457871	C15
C0206143	C15
C0427877	C15
C1368107	C15
C0270202	C15
C4528210	C15
C0278764	C15
C0740302	C15
C0268342	C15
C1862324	C15
C0239981	C15
C0272324	C15
C0340968	C15
C4023149	C15
C0001416	C15
C1292777	C15
C1266095	C15
C0002875	C15
C0206182	C15
C0040115	C15
C0019034	C15
C0040100	C15
C0280427	C15
C0267154	C15
C0563306	C15
C0346421	C15
C0014457	C15
C0206142	C15
C0855082	C15
C0043324	C15
C0220704	C15
C2750481	C15
C1264624	C15
C1275465	C15
C0032463	C15
C4721532	C15
C3661525	C15
C0398593	C15
C1540912	C15
C4025283	C15
C1845055	C15
C0024790	C15
C2931875	C15
C0472777	C15
C0333419	C15
C0392663	C15
C1955860	C15
C0018854	C15
C0578736	C15
C0334634	C15
C1956258	C15
C1845903	C15
C2717884	C15
C0221018	C15
C2678497	C15
C0278791	C15
C0334663	C15
C1260899	C15
C0026691	C15
C0151701	C15
C0311220	C15
C0242584	C15
C0857305	C15
C1860788	C15
C1260327	C15
C0272082	C15
C0037054	C15
C0027022	C15
C4321477	C15
C0008680	C15
C0272192	C15
C1276146	C15
C1336749	C15
C1853118	C15
C0085179	C15
C3489795	C15
C1852924	C15
C0036474	C15
C0024419	C15
C1333177	C15
C1704214	C15
C0221276	C15
C0241144	C15
C0023472	C15
C0949116	C15
C0275814	C15
C1335693	C15
C1332059	C15
C0006902	C15
C1332171	C15
C0002312	C15
C0398701	C15
C4551515	C15
C0079731	C15
C2675066	C15
C0398621	C15
C4551555	C15
C0455990	C15
C0019625	C15
C0272081	C15
C3641106	C15
C3714542	C15
C3714644	C15
C2826320	C15
C1846008	C15
C1853286	C15
C3178805	C15
C0085650	C15
C0432487	C15
C0271990	C15
C0272176	C15
C0271987	C15
C1861195	C15
C1867450	C15
C3873533	C15
C4551497	C15
C0272183	C15
C0272302	C15
C0543673	C15
C0221030	C15
C0242647	C15
C1861194	C15
C1264016	C15
C2751293	C15
C3887523	C15
C1867596	C15
C0544786	C15
C0271333	C15
C0398597	C15
C4551499	C15
C0278722	C15
C3468041	C15
C1336820	C15
C1266092	C15
C0278519	C15
C4024723	C15
C1292780	C15
C0012236	C15
C0543697	C15
C1516553	C15
C0002884	C15
C0151872	C15
C1842362	C15
C0456889	C15
C2699508	C15
C4554010	C15
C0398610	C15
C0271979	C15
C4520840	C15
C0740372	C15
C4551637	C15
C4021960	C15
C4520841	C15
C0392170	C15
C0023440	C15
C0340970	C15
C0272087	C15
C1333430	C15
C3502105	C15
C1096070	C15
C0023530	C15
C0242461	C15
C2751630	C15
C0079747	C15
C1301355	C15
C4551538	C15
C1866048	C15
C0600433	C15
C2713368	C15
C1847973	C15
C0497156	C15
C1260325	C15
C1853444	C15
C1883018	C15
C1859598	C15
C1849387	C15
C2751535	C15
C1835265	C15
C0019621	C15
C2959480	C15
C1956130	C15
C2350879	C15
C1868355	C15
C0455988	C15
C0948627	C15
C2751313	C15
C0151563	C15
C3495537	C15
C1333782	C15
C0581384	C15
C0398691	C15
C1836861	C15
C0272275	C15
C0002873	C15
C0019624	C15
C0520743	C15
C1969086	C15
C0376359	C15
C3160739	C15
C1858723	C15
C0472814	C15
C1333069	C15
C0002871	C15
C0024302	C15
C0271985	C15
C0024301	C15
C3711560	C15
C0019025	C15
C0598798	C15
C1332051	C15
C0268248	C15
C1334814	C15
C0272126	C15
C0037997	C15
C3887645	C15
C0679427	C15
C0013882	C15
C1866810	C15
C0545080	C15
C1336077	C15
C0221016	C15
C3899655	C15
C0342892	C15
C0032461	C15
C0600031	C15
C4525060	C15
C1845837	C15
C1856245	C15
C2673536	C15
C2675184	C15
C2713537	C15
C0085578	C15
C0280451	C15
C0023453	C15
C1844376	C15
C3831784	C15
C3489628	C15
C3665444	C15
C0206141	C15
C0750151	C15
C4721531	C15
C1516552	C15
C0271902	C15
C0349680	C15
C0158995	C15
C0023481	C15
C2673913	C15
C0019623	C15
C3898125	C15
C0019829	C15
C3896961	C15
C0242459	C15
C0024215	C15
C1510415	C15
C0013902	C15
C0272375	C15
C2673914	C15
C0033847	C15
C2939461	C15
C0023443	C15
C0005956	C15
C1335701	C15
C1333878	C15
C0349644	C15
C3671688	C15
C1845028	C15
C1858972	C15
C0019214	C15
C0026948	C15
C0018852	C15
C0268345	C15
C1260326	C15
C2718087	C15
C0008728	C15
C0341714	C15
C1275293	C15
C1855472	C15
C0030779	C15
C1708397	C15
C0272236	C15
C0340834	C15
C0033027	C15
C0085090	C15
C1856719	C15
C0153470	C15
C4755251	C15
C0024205	C15
C1846142	C15
C0687751	C15
C0272175	C15
C1332042	C15
C0079748	C15
C3824769	C15
C1266099	C15
C1264000	C15
C1856797	C15
C0854866	C15
C0025469	C15
C1861451	C15
C1334658	C15
C1334968	C15
C0005699	C15
C0342784	C15
C1306759	C15
C0015530	C15
C0343640	C15
C0348890	C15
C4509932	C15
C0796149	C15
C1856057	C15
C3275445	C15
C0031306	C15
C0746883	C15
C0854850	C15
C1518004	C15
C0271901	C15
C0036205	C15
C2242510	C15
C2678338	C15
C1275454	C15
C0027947	C15
C0272173	C15
C0024214	C15
C2362640	C16
C1845050	C16
C4023190	C16
C4684865	C16
C1834703	C16
C1860339	C16
C2675486	C16
C0240896	C16
C1859709	C16
C0332882	C16
C1847759	C16
C1852529	C16
C3279841	C16
C0002534	C16
C0432231	C16
C0432230	C16
C4275028	C16
C1515283	C16
C0031192	C16
C1836599	C16
C0878676	C16
C0342153	C16
C0220701	C16
C0342154	C16
C4020869	C16
C2919796	C16
C0221352	C16
C1328840	C16
C1257798	C16
C1853564	C16
C1839576	C16
C4552092	C16
C1861921	C16
C0473118	C16
C0432315	C16
C0684324	C16
C0342151	C16
C0220767	C16
C0031190	C16
C1443228	C16
C1835493	C16
C0015530	C16
C2939174	C16
C1850256	C16
C0266092	C16
C1853271	C16
C0332885	C16
C2677590	C16
C0027832	C16
C1276035	C16
C0266273	C16
C0344735	C16
C2242796	C16
C0079504	C16
C0348023	C16
C0432214	C16
C1519703	C16
C0268109	C16
C0020479	C16
C1862471	C16
C1868139	C16
C1853144	C16
C4733330	C16
C0011998	C16
C4085590	C16
C4707897	C16
C1836050	C16
C0376359	C16
C0878677	C16
C0042063	C16
C0085132	C16
C0004903	C16
C1866282	C16
C1257799	C16
C0220692	C16
C0151489	C16
C0341037	C16
C0013375	C16
C3898153	C16
C0393814	C16
C0265699	C16
C1833321	C16
C0266617	C16
C0238288	C16
C0238378	C16
C4048196	C16
C0432226	C16
C0474892	C16
C1959620	C16
C0008340	C16
C0969687	C16
C0752160	C16
C0917817	C16
C1847800	C16
C1859995	C16
C0457013	C16
C0000772	C16
C1837541	C16
C0543754	C16
C1956411	C16
C0265987	C16
C0268278	C16
C2673612	C16
C1956412	C16
C1846722	C16
C0796031	C16
C0346010	C16
C1868310	C16
C4749578	C16
C4551490	C16
C2931837	C16
C1864870	C16
C4551975	C16
C1866376	C16
C0205713	C16
C0432322	C16
C1868598	C16
C0265660	C16
C0238158	C16
C0432235	C16
C2750068	C16
C0268464	C16
C0016756	C16
C1853139	C16
C1845285	C16
C0432090	C16
C1842983	C16
C0685828	C16
C1280798	C16
C0079037	C16
C1847352	C16
C0155912	C16
C1848934	C16
C0936256	C16
C3489447	C16
C0003119	C16
C1849700	C16
C0012241	C16
C0220685	C16
C1843478	C16
C0546982	C16
C4023430	C16
C0598428	C16
C2673218	C16
C1970479	C16
C1257797	C16
C0078918	C16
C0266003	C16
C0432442	C16
C0456702	C16
C1835492	C16
C1861455	C16
C3150953	C16
C1848553	C16
C1868120	C16
C0432243	C16
C0398641	C16
C0342759	C16
C0000744	C16
C4321477	C16
C0221019	C16
C1835664	C16
C0266077	C16
C4551966	C16
C0795950	C16
C0332878	C16
C2677516	C16
C0268528	C16
C0039093	C16
C1868578	C16
C1859773	C16
C4721811	C16
C2749007	C16
C0795833	C16
C1970161	C16
C0002514	C16
C2748918	C16
C4722227	C16
C0262444	C16
C1861185	C16
C0035921	C16
C4072884	C16
C0268297	C16
C0005754	C16
C1841982	C16
C4706412	C16
C1859538	C16
C1854540	C16
C1863732	C16
C0878660	C16
C0265261	C16
C2675462	C16
C2676759	C16
C1845142	C16
C0000729	C16
C0158538	C16
C4554215	C16
C4732857	C16
C0542519	C16
C0751883	C16
C0265988	C16
C1836485	C16
C0432242	C16
C0917804	C16
C1856061	C16
C0268060	C16
C1845567	C16
C0025995	C16
C0343057	C16
C1861537	C16
C2750787	C16
C0342791	C16
C3469526	C16
C0750151	C16
C2931862	C16
C0796004	C16
C1319466	C16
C0003886	C16
C3496228	C16
C1850363	C16
C1853710	C16
C0018609	C16
C4520892	C16
C0265914	C16
C0917715	C16
C0920299	C16
C2675552	C16
C0268385	C16
C0035288	C16
C0220754	C16
C4750847	C16
C0751785	C16
C4722480	C16
C4551505	C16
C0079661	C16
C1302999	C16
C1851443	C16
C2748910	C16
C1839615	C16
C0221353	C16
C0338502	C16
C1845294	C16
C0152264	C16
C3501847	C16
C1853926	C16
C1264041	C16
C1860789	C16
C0008780	C16
C1832998	C16
C1836860	C16
C1844777	C16
C1844830	C16
C1835912	C16
C0270075	C16
C0003516	C16
C4749351	C16
C0221026	C16
C0268532	C16
C0431943	C16
C2936812	C16
C1970879	C16
C1845359	C16
C0431376	C16
C1851536	C16
C4551486	C16
C1836517	C16
C0220988	C16
C4024942	C16
C0268197	C16
C1861355	C16
C0678185	C16
C4012395	C16
C4021161	C16
C1853255	C16
C0730294	C16
C1864041	C16
C3279564	C16
C0431371	C16
C1848204	C16
C0033132	C16
C1865233	C16
C1837974	C16
C2931889	C16
C0585984	C16
C0265308	C16
C0270971	C16
C1861848	C16
C0023520	C16
C0432302	C16
C4025758	C16
C1853162	C16
C1836383	C16
C0342200	C16
C1866120	C16
C0023521	C16
C2936858	C16
C0033324	C16
C1846038	C16
C3494187	C16
C1260903	C16
C1832976	C16
C1860707	C16
C1970848	C16
C0268222	C16
C1140710	C16
C0014067	C16
C0007722	C16
C0152424	C16
C0037205	C16
C1844016	C16
C0685869	C16
C1848488	C16
C1863767	C16
C1879312	C16
C1837396	C16
C2697932	C16
C4302514	C16
C0220662	C16
C4317224	C16
C2931644	C16
C0221214	C16
C1855675	C16
C0432363	C16
C1836010	C16
C0796074	C16
C0431447	C16
C0342708	C16
C3495588	C16
C1848172	C16
C0795690	C16
C1845861	C16
C1864436	C16
C0398625	C16
C0039373	C16
C0265291	C16
C2930900	C16
C0432217	C16
C3838754	C16
C0025267	C16
C0016842	C16
C2112129	C16
C1847902	C16
C3494186	C16
C4082952	C16
C2677434	C16
C0342185	C16
C0878521	C16
C2750076	C16
C2678034	C16
C1846009	C16
C0268243	C16
C4551998	C16
C1848201	C16
C1868118	C16
C1846059	C16
C0026697	C16
C0018245	C16
C0432055	C16
C0023795	C16
C1955870	C16
C2931216	C16
C4551558	C16
C1955871	C16
C1864100	C16
C1843256	C16
C0342853	C16
C3151071	C16
C4275029	C16
C1866180	C16
C0431401	C16
C1836023	C16
C4552002	C16
C1845286	C16
C1863395	C16
C0030443	C16
C1275273	C16
C1853278	C16
C0001193	C16
C0079299	C16
C1969785	C16
C1835895	C16
C0085261	C16
C1842462	C16
C0311249	C16
C0031069	C16
C4304530	C16
C0341702	C16
C1836765	C16
C0585539	C16
C3151086	C16
C0702157	C16
C0221757	C16
C0268595	C16
C2718078	C16
C0035091	C16
C1835662	C16
C0266305	C16
C3502132	C16
C1836155	C16
C1704380	C16
C0268121	C16
C1861669	C16
C2315667	C16
C0796126	C16
C0263372	C16
C0009995	C16
C0268181	C16
C1845333	C16
C3151078	C16
C0009730	C16
C1838244	C16
C0158570	C16
C1839612	C16
C3897940	C16
C0432481	C16
C1876171	C16
C1845151	C16
C0022580	C16
C0019269	C16
C0220991	C16
C0342783	C16
C0543645	C16
C0677779	C16
C0158768	C16
C1861194	C16
C1865372	C16
C0432197	C16
C0917813	C16
C0268514	C16
C0751751	C16
C2751092	C16
C0079588	C16
C4721887	C16
C1969799	C16
C1843323	C16
C1848410	C16
C3489771	C16
C0432361	C16
C0013336	C16
C4225393	C16
C1860224	C16
C0751753	C16
C0699741	C16
C0268356	C16
C0037773	C16
C1845446	C16
C0039075	C16
C4706610	C16
C1848526	C16
C0751663	C16
C1864694	C16
C3280428	C16
C0393519	C16
C0015338	C16
C0742343	C16
C0282525	C16
C1860819	C16
C1856053	C16
C0472777	C16
C0158981	C16
C0262436	C16
C4552049	C16
C0272362	C16
C0265808	C16
C1853723	C16
C1836033	C16
C1843183	C16
C2677099	C16
C4288538	C16
C0342841	C16
C1853965	C16
C1861313	C16
C3495417	C16
C1706595	C16
C0272006	C16
C0403720	C16
C0003868	C16
C1865349	C16
C0406704	C16
C1860315	C16
C0431368	C16
C1866260	C16
C0024796	C16
C0007761	C16
C2931826	C16
C0472817	C16
C4302200	C16
C0272302	C16
C0339541	C16
C1839546	C16
C1744559	C16
C1997473	C16
C4721436	C16
C2931358	C16
C0221354	C16
C4518339	C16
C4721437	C16
C0162164	C16
C0000768	C16
C0265610	C16
C1848586	C16
C1970506	C16
C2931835	C16
C2751824	C16
C0406726	C16
C0268556	C16
C0281890	C16
C1845672	C16
C0005859	C16
C1836946	C16
C0265553	C16
C0344479	C16
C0011813	C16
C4551906	C16
C0332915	C16
C0007965	C16
C0431391	C16
C2718087	C16
C1845295	C16
C0026703	C16
C4024645	C16
C4551491	C16
C1857316	C16
C1850407	C16
C0432246	C16
C0795864	C16
C0175683	C16
C1852510	C16
C0546967	C16
C2981150	C16
C1846130	C16
C2931760	C16
C0015624	C16
C0268350	C16
C0345982	C16
C1857512	C16
C0349476	C16
C1852795	C16
C2931418	C16
C0796229	C16
C0018179	C16
C1852924	C16
C2931071	C16
C1838327	C16
C0238590	C16
C1840555	C16
C0268573	C16
C0795902	C16
C0398689	C16
C0432360	C16
C0268461	C16
C1845892	C16
C0751669	C16
C3838883	C16
C0265319	C16
C0026709	C16
C1853100	C16
C1136043	C16
C0265605	C16
C1839728	C16
C0266462	C16
C0221054	C16
C0265279	C16
C0026363	C16
C0017205	C16
C3150913	C16
C2749346	C16
C0278716	C16
C0033788	C16
C2936346	C16
C0478019	C16
C0265965	C16
C0431928	C16
C0275544	C16
C1839454	C16
C0563449	C16
C1868111	C16
C1837092	C16
C1853118	C16
C0220668	C16
C2931482	C16
C0013481	C16
C4551774	C16
C4310725	C16
C0268080	C16
C1845069	C16
C1838657	C16
C0733682	C16
C0950121	C16
C0078917	C16
C0431637	C16
C3875011	C16
C1283620	C16
C0265216	C16
C0424731	C16
C1855553	C16
C0524730	C16
C4025155	C16
C1834692	C16
C0015923	C16
C0751202	C16
C1837154	C16
C0265656	C16
C0162510	C16
C4048228	C16
C0751436	C16
C4704767	C16
C0344724	C16
C1970236	C16
C0431670	C16
C3899503	C16
C0220690	C16
C1837203	C16
C0685838	C16
C3179455	C16
C1834711	C16
C1861864	C16
C1846796	C16
C1698581	C16
C1956125	C16
C4733332	C16
C0339491	C16
C1507149	C16
C0042454	C16
C0524948	C16
C0043202	C16
C0474886	C16
C0268435	C16
C0342753	C16
C1839840	C16
C1274795	C16
C0521573	C16
C0751882	C16
C1849706	C16
C3149841	C16
C0685874	C16
C1865871	C16
C0344906	C16
C0848558	C16
C1970253	C16
C1261251	C16
C1969054	C16
C0268445	C16
C0456086	C16
C4274077	C16
C0221036	C16
C1261470	C16
C3150878	C16
C1840322	C16
C0345406	C16
C1265736	C16
C1864233	C16
C3501830	C16
C1835398	C16
C1838951	C16
C3495552	C16
C3553936	C16
C2713499	C16
C2676788	C16
C0025268	C16
C2936170	C16
C1855663	C16
C0410959	C16
C0242526	C16
C1845165	C16
C0431887	C16
C2748571	C16
C0205700	C16
C1867440	C16
C0344529	C16
C0221210	C16
C0265604	C16
C0340969	C16
C1838348	C16
C0025037	C16
C4048809	C16
C1621920	C16
C0026755	C16
C1845168	C16
C3151781	C16
C1859309	C16
C1857777	C16
C0037231	C16
C0037268	C16
C0265766	C16
C0265280	C16
C4551988	C16
C1328349	C16
C0265496	C16
C0016788	C16
C0263428	C16
C1848600	C16
C0205730	C16
C1970859	C16
C0242597	C16
C4282400	C16
C0241932	C16
C1859970	C16
C1862102	C16
C1865020	C16
C1845055	C16
C1855079	C16
C0334041	C16
C0345237	C16
C3698541	C16
C1844579	C16
C0751917	C16
C1863351	C16
C0266571	C16
C1846174	C16
C3662259	C16
C0345240	C16
C0853085	C16
C4048195	C16
C1846707	C16
C0265809	C16
C3711162	C16
C2931673	C16
C0268335	C16
C0342464	C16
C0542514	C16
C1832229	C16
C0265831	C16
C0581342	C16
C0085390	C16
C1835171	C16
C1306122	C16
C4552001	C16
C0268337	C16
C0265837	C16
C1866053	C16
C1628319	C16
C0268155	C16
C0008533	C16
C0598608	C16
C2931713	C16
C1840283	C16
C0345354	C16
C0393559	C16
C2931501	C16
C0268160	C16
C1848534	C16
C4546077	C16
C0917796	C16
C1840296	C16
C0014065	C16
C2677180	C16
C0268342	C16
C1636149	C16
C0036391	C16
C1300256	C16
C0263506	C16
C0345375	C16
C1857829	C16
C2931735	C16
C2981132	C16
C0341703	C16
C3495530	C16
C0521579	C16
C1842763	C16
C0043208	C16
C1837481	C16
C1863516	C16
C3711387	C16
C1836182	C16
C1861678	C16
C4706415	C16
C1863093	C16
C1861171	C16
C4721813	C16
C0011436	C16
C0339525	C16
C1852767	C16
C1845862	C16
C0344511	C16
C4310614	C16
C4023290	C16
C3495554	C16
C1851101	C16
C1708353	C16
C2678492	C16
C1849069	C16
C0015393	C16
C0795898	C16
C2936779	C16
C1832342	C16
C4749905	C16
C1960459	C16
C2936781	C16
C1848794	C16
C1844520	C16
C0162566	C16
C0002986	C16
C4520983	C16
C1836206	C16
C1861452	C16
C0729582	C16
C1866176	C16
C2751643	C16
C1275592	C16
C0344263	C16
C1970011	C16
C1844776	C16
C0265964	C16
C4518337	C16
C0879257	C16
C1832386	C16
C3281201	C16
C1843164	C16
C2749477	C16
C0038457	C16
C0342803	C16
C0699743	C16
C4082173	C16
C1836861	C16
C1850281	C16
C1832388	C16
C2936816	C16
C1836482	C16
C1849128	C16
C0023976	C16
C1845530	C16
C0265248	C16
C0345893	C16
C0432222	C16
C0585216	C16
C0019555	C16
C2931821	C16
C1955869	C16
C3495421	C16
C0266572	C16
C1848638	C16
C1847720	C16
C1858080	C16
C1855900	C16
C1837615	C16
C1450051	C16
C1836906	C16
C1862382	C16
C1847725	C16
C2677587	C16
C0339648	C16
C3714240	C16
C4054534	C16
C2749659	C16
C1855923	C16
C0019569	C16
C1859534	C16
C0022735	C16
C0410539	C16
C2362742	C16
C1959626	C16
C0009081	C16
C0017083	C16
C1855346	C16
C0015519	C16
C1836929	C16
C0043194	C16
C0268375	C16
C1866340	C16
C2677613	C16
C1859537	C16
C0265552	C16
C1857569	C16
C1838570	C16
C0035372	C16
C1847827	C16
C1850395	C16
C1866352	C16
C2931838	C16
C1847836	C16
C1840451	C16
C0221033	C16
C0265344	C16
C4048306	C16
C1291386	C16
C1863769	C16
C1853666	C16
C1856019	C16
C0268347	C16
C1866119	C16
C2677325	C16
C1263739	C16
C3266898	C16
C1860157	C16
C0473527	C16
C2931847	C16
C0342510	C16
C4040907	C16
C0339697	C16
C2931850	C16
C0266013	C16
C1832466	C16
C0272405	C16
C3489726	C16
C0342684	C16
C1866426	C16
C0152236	C16
C0342686	C16
C2750063	C16
C0266024	C16
