DiseaseId	Class
C0162323	C05
C1306839	C05
C0265496	C05
C0796179	C05
C2673677	C05
C0599055	C05
C2732281	C05
C0002447	C05
C0265513	C05
C1858558	C05
C0795898	C05
C1832390	C05
C4551482	C05
C0263675	C05
C2732697	C05
C3495919	C05
C0268238	C05
C1859148	C05
C0265633	C05
C3888088	C05
C1857663	C05
C1863395	C05
C0587246	C05
C4551629	C05
C1864100	C05
C0264081	C05
C2677524	C05
C0410005	C05
C1266132	C05
C1332582	C05
C1859372	C05
C0009080	C05
C0029401	C05
C0221354	C05
C0559459	C05
C0751360	C05
C1838258	C05
C0029405	C05
C0553604	C05
C4755299	C05
C0221355	C05
C2363065	C05
C3714899	C05
C0029410	C05
C1860826	C05
C2749240	C05
C4755301	C05
C1862373	C05
C1704327	C05
C2750078	C05
C2678045	C05
C0263680	C05
C0220690	C05
C0016510	C05
C0003090	C05
C0796200	C05
C2678015	C05
C0027063	C05
C0263776	C05
C0432228	C05
C0268493	C05
C0271567	C05
C3553660	C05
C1850554	C05
C1853271	C05
C0018987	C05
C0409676	C05
C0452221	C05
C1833538	C05
C1444844	C05
C4551571	C05
C0018566	C05
C0265312	C05
C1848745	C05
C0001079	C05
C0242287	C05
C0345407	C05
C4706507	C05
C0409679	C05
C0796137	C05
C1739384	C05
C0575170	C05
C3554669	C05
C1184919	C05
C0342151	C05
C0332878	C05
C3899278	C05
C0158360	C05
C0553577	C05
C1855578	C05
C0003089	C05
C1970117	C05
C1832560	C05
C2750786	C05
C0029423	C05
C4732857	C05
C4552002	C05
C1857344	C05
C2752001	C05
C0796012	C05
C1861456	C05
C1836217	C05
C0262431	C05
C0032533	C05
C0017926	C05
C0406645	C05
C2350242	C05
C0795907	C05
C1969093	C05
C2931104	C05
C0029445	C05
C0268228	C05
C0341007	C05
C3501891	C05
C0264134	C05
C0039104	C05
C0410203	C05
C0432028	C05
C1442965	C05
C0332778	C05
C0011633	C05
C1849348	C05
C0751357	C05
C2751807	C05
C2698016	C05
C0432292	C05
C0221629	C05
C0554591	C05
C4310660	C05
C1833136	C05
C0158113	C05
C0729582	C05
C0039075	C05
C1861536	C05
C0339648	C05
C4317043	C05
C0342635	C05
C0242699	C05
C1849156	C05
C1832409	C05
C4305140	C05
C0263779	C05
C0917715	C05
C0030044	C05
C0026837	C05
C1844862	C05
C0271869	C05
C1849370	C05
C0029411	C05
C0265673	C05
C0149983	C05
C1855079	C05
C0008925	C05
C2673377	C05
C0019555	C05
C0221468	C05
C1869115	C05
C1855577	C05
C0432090	C05
C4025162	C05
C2931687	C05
C0004779	C05
C1853256	C05
C2745953	C05
C4082301	C05
C2931218	C05
C0221352	C05
C1856738	C05
C1836439	C05
C0240421	C05
C4281559	C05
C2981150	C05
C0085655	C05
C0263548	C05
C0333068	C05
C0018121	C05
C1735591	C05
C4551852	C05
C1857100	C05
C0432252	C05
C4727947	C05
C1864840	C05
C1864668	C05
C0265594	C05
C1853398	C05
C0175701	C05
C3711389	C05
C1855840	C05
C0262586	C05
C1266168	C05
C1184923	C05
C1839546	C05
C2752073	C05
C0264184	C05
C0016508	C05
C1865361	C05
C0409477	C05
C4302548	C05
C0149756	C05
C0403548	C05
C4016054	C05
C2749936	C05
C1849263	C05
C2676510	C05
C3853041	C05
C2020284	C05
C0158026	C05
C0157946	C05
C1833323	C05
C0553730	C05
C0949690	C05
C0343263	C05
C1868111	C05
C0006386	C05
C0265210	C05
C0016842	C05
C1848862	C05
C0152088	C05
C1861481	C05
C0029453	C05
C0432283	C05
C1853507	C05
C1848586	C05
C2931820	C05
C1864861	C05
C0152089	C05
C0856835	C05
C1857484	C05
C3826988	C05
C0265287	C05
C1970118	C05
C0029376	C05
C0410536	C05
C1844831	C05
C1836296	C05
C0410698	C05
C1527336	C05
C0271547	C05
C0546125	C05
C3148763	C05
C0162669	C05
C4552001	C05
C0158371	C05
C0595905	C05
C2674574	C05
C0265257	C05
C2960760	C05
C0242387	C05
C0432098	C05
C0266941	C05
C0010308	C05
C1866070	C05
C0158731	C05
C0266981	C05
C4021160	C05
C3179508	C05
C0035934	C05
C0263859	C05
C0553642	C05
C1855705	C05
C0003892	C05
C1843758	C05
C0409652	C05
C0796182	C05
C0019553	C05
C4704742	C05
C0265535	C05
C2675463	C05
C0851162	C05
C0264192	C05
C1450052	C05
C1869114	C05
C0265559	C05
C0332790	C05
C0039273	C05
C4021642	C05
C4551484	C05
C1855425	C05
C1836437	C05
C4024197	C05
C0752355	C05
C0003706	C05
C0027121	C05
C3501830	C05
C1655035	C05
C3178777	C05
C1843096	C05
C1856266	C05
C2931588	C05
C3203547	C05
C0431766	C05
C0012619	C05
C0265706	C05
C4025799	C05
C0023221	C05
C1845155	C05
C1838429	C05
C0231528	C05
C0856830	C05
C1859520	C05
C1335976	C05
C2748515	C05
C4021241	C05
C0265534	C05
C0348023	C05
C0029455	C05
C0585984	C05
C0406704	C05
C1970173	C05
C1861098	C05
C1866398	C05
C0575059	C05
C0265964	C05
C1853102	C05
C0031111	C05
C0016202	C05
C0701825	C05
C0026760	C05
C0220730	C05
C0686353	C05
C1842160	C05
C4073167	C05
C0029443	C05
C3554617	C05
C4329692	C05
C1861457	C05
C4082173	C05
C4282400	C05
C0240765	C05
C1839463	C05
C0588125	C05
C1860819	C05
C3250443	C05
C0037942	C05
C3150416	C05
C1855310	C05
C1851714	C05
C4302200	C05
C0236000	C05
C1855433	C05
C2699746	C05
C1836050	C05
C1864825	C05
C0700110	C05
C1856113	C05
C0410530	C05
C1835121	C05
C1956089	C05
C0033806	C05
C4330845	C05
C1709353	C05
C2931826	C05
C1266134	C05
C1840404	C05
C0220767	C05
C1276035	C05
C2675857	C05
C0518988	C05
C1867801	C05
C1843697	C05
C1854273	C05
C0270975	C05
C2931375	C05
C0240912	C05
C0270984	C05
C0265553	C05
C2936860	C05
C1970161	C05
C0432221	C05
C3203357	C05
C0432219	C05
C0341035	C05
C0263949	C05
C0265529	C05
C0263678	C05
C2676231	C05
C0157843	C05
C1834339	C05
C0263962	C05
C0231557	C05
C1868597	C05
C1142110	C05
C0432244	C05
C1318518	C05
C0263984	C05
C1533847	C05
C0409675	C05
C0263981	C05
C1855188	C05
C4551516	C05
C1568272	C05
C1846129	C05
C2745997	C05
C1832466	C05
C1844934	C05
C0410192	C05
C4316787	C05
C0151818	C05
C3898105	C05
C1835437	C05
C4551474	C05
C1301937	C05
C1970808	C05
C0221357	C05
C2930922	C05
C0432222	C05
C3807306	C05
C4551649	C05
C1861675	C05
C1969056	C05
C1970253	C05
C1852502	C05
C1862472	C05
C1852085	C05
C0220704	C05
C0263933	C05
C1876185	C05
C1854416	C05
C1837081	C05
C2750732	C05
C0920299	C05
C0039516	C05
C0265242	C05
C4521004	C05
C4551479	C05
C1837549	C05
C0268356	C05
C0558385	C05
C0399570	C05
C1846169	C05
C0039093	C05
C4551773	C05
C0158252	C05
C4025745	C05
C0235986	C05
C4319565	C05
C4551774	C05
C0268357	C05
C2750075	C05
C1835583	C05
C0266985	C05
C4274761	C05
C0014571	C05
C0268365	C05
C0426874	C05
C4025076	C05
C1290854	C05
C1849718	C05
C4755314	C05
C1837229	C05
C0432226	C05
C0039520	C05
C0432227	C05
C0003869	C05
C0795927	C05
C3892044	C05
C0432230	C05
C0917713	C05
C2931689	C05
C1862139	C05
C0029459	C05
C0409543	C05
C1846242	C05
C0858572	C05
C1861553	C05
C0003875	C05
C3159322	C05
C1851415	C05
C1856465	C05
C4551510	C05
C0878659	C05
C4025568	C05
C1864795	C05
C0457522	C05
C0272256	C05
C0037933	C05
C0236033	C05
C4012146	C05
C0795915	C05
C1450051	C05
C4551902	C05
C0008439	C05
C0409667	C05
C0410648	C05
C2697933	C05
C0472813	C05
C3501372	C05
C3714237	C05
C1869123	C05
C0746674	C05
C2751831	C05
C0018099	C05
C2745959	C05
C1862177	C05
C2749106	C05
C0221766	C05
C1836182	C05
C0796059	C05
C0265309	C05
C0008445	C05
C0024954	C05
C0021818	C05
C0265593	C05
C1834558	C05
C1318543	C05
C4304411	C05
C0748473	C05
C1863557	C05
C3890176	C05
C1853154	C05
C0409651	C05
C0268362	C05
C2711656	C05
C2931286	C05
C0038016	C05
C0029421	C05
C0264080	C05
C0270951	C05
C1856871	C05
C4551958	C05
C1865695	C05
C0264053	C05
C0026363	C05
C0877849	C05
C1848599	C05
C4082169	C05
C0039503	C05
C0264082	C05
C1704275	C05
C1836460	C05
C0265280	C05
C0342282	C05
C0949691	C05
C0151450	C05
C0265609	C05
C1848805	C05
C0410266	C05
C0242362	C05
C4521481	C05
C0343287	C05
C0023931	C05
C0151860	C05
C0149870	C05
C2678439	C05
C0231519	C05
C0542428	C05
C4543877	C05
C2678471	C05
C0028326	C05
C0265514	C05
C3554439	C05
C0796184	C05
C3553250	C05
C1396740	C05
C0268149	C05
C3711162	C05
C0025990	C05
C0019559	C05
C4225178	C05
C1862136	C05
C3714758	C05
C1832588	C05
C0795934	C05
C1860042	C05
C0457013	C05
C4750855	C05
C0559359	C05
C1868619	C05
C0151773	C05
C0175691	C05
C1858108	C05
C0026838	C05
C1969785	C05
C0005937	C05
C1860991	C05
C2362742	C05
C1837884	C05
C0265552	C05
C0265260	C05
C2678065	C05
C0027073	C05
C1863351	C05
C0334483	C05
C2697932	C05
C0342646	C05
C1833508	C05
C1853623	C05
C0264303	C05
C0157749	C05
C2931048	C05
C0475187	C05
C0342195	C05
C1846059	C05
C1785148	C05
C0342200	C05
C0265267	C05
C2750246	C05
C2931058	C05
C2677792	C05
C0268445	C05
C0029427	C05
C1801950	C05
C1864652	C05
C2931404	C05
C0265269	C05
C0242490	C05
C0085660	C05
C0041330	C05
C1866785	C05
C0796063	C05
C1853723	C05
C4016621	C05
C0008449	C05
C0242292	C05
C0029438	C05
C1842462	C05
C0684516	C05
C0342573	C05
C0035086	C05
C1866241	C05
C0220662	C05
C1863924	C05
C4025122	C05
C0175704	C05
C1839730	C05
C0524595	C05
C0265605	C05
C0175703	C05
C0038019	C05
C0812437	C05
C0341306	C05
C1868578	C05
C0029442	C05
C0155568	C05
C1864436	C05
C0409956	C05
C1861238	C05
C4021627	C05
C2931648	C05
C2678408	C05
C0027341	C05
C1510455	C05
C2936346	C05
C0028879	C05
C0265509	C05
C0265282	C05
C1864852	C05
C0431362	C05
C0035579	C05
C0426820	C05
C0016395	C05
C0085574	C05
C0265213	C05
C0270992	C05
C0037205	C05
C0041409	C05
C1861516	C05
C1861313	C05
C0271689	C05
C4012727	C05
C2895223	C05
C4707180	C05
C1970458	C05
C0265338	C05
C4551776	C05
C0038529	C05
C0423113	C05
C1862133	C05
C0265253	C05
C2678046	C05
C4272579	C05
C0003873	C05
C0410539	C05
C1303073	C05
C0549306	C05
C0282606	C05
C0265259	C05
C0029408	C05
C1854896	C05
C0158733	C05
C1866688	C05
C1856789	C05
C0238358	C05
C0158489	C05
C4025256	C05
C2677180	C05
C3697137	C05
C0152441	C05
C2751320	C05
C0334041	C05
C1855627	C05
C1274890	C05
C0086437	C05
C0149910	C05
C1846843	C05
C0265264	C05
C4551950	C05
C2676782	C05
C1300267	C05
C0263888	C05
C0342191	C05
C0265563	C05
C1838577	C05
C0268446	C05
C1855648	C05
C0279530	C05
C0085435	C05
C0277820	C05
C1384584	C05
C1858160	C05
C0477548	C05
C0345394	C05
C4025795	C05
C0151940	C05
C1839615	C05
C2750061	C05
C3540852	C05
C0175700	C05
C1850155	C05
C0751394	C05
C2931426	C05
C0432195	C05
C0008476	C05
C0015645	C05
C0037944	C05
C0152237	C05
C0495617	C05
C1839728	C05
C1865285	C05
C0151449	C05
C1859461	C05
C0265239	C05
C0685409	C05
C1861235	C05
C1864997	C05
C0751337	C05
C2931290	C05
C2931008	C05
C0018862	C05
C1852406	C05
C3806688	C05
C1845446	C05
C0432211	C05
C0151849	C05
C4551864	C05
C0206762	C05
C0431928	C05
C0410214	C05
C1861753	C05
C1857242	C05
C0409959	C05
C0152087	C05
C3281201	C05
C0796176	C05
C2112129	C05
C0410422	C05
C0033802	C05
C0268358	C05
C3495361	C05
C1851996	C05
C0579144	C05
C0431943	C05
C0399572	C05
C0220748	C05
C2677099	C05
C1844830	C05
C0036310	C05
C0948825	C05
C2675184	C05
C0265251	C05
C3887597	C05
C1833736	C05
C2750785	C05
C2673401	C05
C0751919	C05
C2931019	C05
C0282529	C05
C1844654	C05
C0026821	C05
C2748918	C05
C0395942	C05
C0040213	C05
C0003872	C05
C0559260	C05
C0311284	C05
C4331504	C05
C4704862	C05
C4275061	C05
C1840283	C05
C4275060	C05
C2936445	C05
C1863732	C05
C0153690	C05
C0151491	C05
C1860118	C05
C0432235	C05
C0432239	C05
C0749794	C05
C0016037	C05
C4039764	C05
C0265677	C05
C0263874	C05
C3714934	C05
C0009492	C05
C0035410	C05
C1856016	C05
C1842062	C05
C1836599	C05
C0026857	C05
C1846496	C05
C0007302	C05
C0235889	C05
C1843330	C05
C1843042	C05
C2676786	C05
C1852289	C05
C0008029	C05
C1864827	C05
C0175697	C05
C1300268	C05
C0024950	C05
C2676285	C05
C1969057	C05
C1861923	C05
C1970270	C05
C0022361	C05
C4551495	C05
C1327918	C05
C1850674	C05
C1842109	C05
C0265201	C05
C1837501	C05
C0012624	C05
C0032453	C05
C0456126	C05
C4082144	C05
C0039494	C05
C1865639	C05
C0157917	C05
C4551496	C05
C1578691	C05
C0015674	C05
C0585006	C05
C0038018	C05
C0744595	C05
C0221054	C05
C1846632	C05
C0575064	C05
C3711749	C05
C1853100	C05
C3489787	C05
C1841648	C05
C2931093	C05
C0238288	C05
C1845919	C05
C0399558	C05
C1855033	C05
C4551989	C05
C0432217	C05
C0410438	C05
C1846431	C05
C0240083	C05
C0917990	C05
C1833340	C05
C0265333	C05
C1510460	C05
C0265211	C05
C2609059	C05
C3839589	C05
C0376527	C05
C4023175	C05
C0152093	C05
C1863370	C05
C1290783	C05
C1969029	C05
C1839125	C05
C2931216	C05
C0010273	C05
C0024454	C05
C1858593	C05
C1863389	C05
C0796046	C05
C0024796	C05
C1864549	C05
C0024507	C05
C1861329	C05
C0751951	C05
C1864872	C05
C3266060	C05
C3489447	C05
C0029400	C05
C1851413	C05
C0432231	C05
C1859722	C05
C4324304	C05
C0265292	C05
C0037932	C05
C0078982	C05
C0796033	C05
C3887487	C05
C0263870	C05
C1844016	C05
C0239137	C05
C1837218	C05
C0544755	C05
C0432243	C05
C0546953	C05
C4749506	C05
C1842763	C05
C2750804	C05
C0029422	C05
C1853162	C05
C3280296	C05
C2751826	C05
C1300260	C05
C1843331	C05
C4023965	C05
C1863307	C05
C3494425	C05
C2932715	C05
C0151936	C05
C0263978	C05
C0234958	C05
C1850126	C05
C1853698	C05
C1857587	C05
C0157844	C05
C0432246	C05
C0410740	C05
C1867983	C05
C0016053	C05
C4025109	C05
C0038012	C05
C2673630	C05
C3669395	C05
C0220658	C05
C4025347	C05
C1835819	C05
C1836447	C05
C1840555	C05
C3888317	C05
C4707866	C05
C2931639	C05
C0162298	C05
C0432201	C05
C3536984	C05
C1527404	C05
C1578482	C05
C0340231	C05
C2936331	C05
C1562028	C05
C0409939	C05
C0456702	C05
C1859312	C05
C0265279	C05
C1853255	C05
C0476147	C05
C2674259	C05
C2717759	C05
C2750413	C05
C1838162	C05
C2750068	C05
C1968561	C05
C4749942	C05
C3150411	C05
C0431904	C05
C1321551	C05
C4551772	C05
C1837342	C05
C1868581	C05
C4755278	C05
C1835579	C05
C2930900	C05
C1861303	C05
C0221005	C05
C1858562	C05
C0023806	C05
C4552004	C05
C0032209	C05
C1840068	C05
C1862102	C05
C3495417	C05
C1838180	C05
C3891815	C05
C1968603	C05
C0856836	C05
C0432225	C05
C1852022	C05
C1835614	C05
C1320474	C05
C0581321	C05
C4021684	C05
C3151519	C05
C0005974	C05
C0268113	C05
C1838244	C05
C0576227	C05
C0162671	C05
C1850889	C05
C0432233	C05
C0555197	C05
C1836765	C05
C0409579	C05
C1846278	C05
C0376634	C05
C1850671	C05
C0157848	C05
C0521546	C05
C1849386	C05
C0265681	C05
C0410179	C05
C1850627	C05
C1851841	C05
C0858727	C05
C3494422	C05
C1838779	C05
C0026697	C05
C4551838	C05
C0431391	C05
C0432593	C05
C0158738	C05
C2674738	C05
C0595995	C05
C0699741	C05
C1328349	C05
C0240479	C05
C0025237	C05
C0151846	C05
C0431350	C05
C0410190	C05
C0544796	C05
C0410702	C05
C1834523	C05
C0035435	C05
C0022821	C05
C0221775	C05
C0085253	C05
C0546969	C05
C0085261	C05
C1836635	C05
C0020725	C05
C4511138	C05
C0343149	C05
C1298692	C05
C0027127	C05
C0432261	C05
C0265604	C05
C1970005	C05
C0265275	C05
C0264010	C05
C1840572	C05
C4025595	C05
C0006915	C05
C1852373	C05
C1849307	C05
C0600033	C05
C1832998	C05
C2936791	C05
C0240111	C05
C0013336	C05
C0162668	C05
C1855845	C05
C0240419	C05
C0151811	C05
C1704981	C05
C0024689	C05
C0409952	C05
C0220726	C05
C1834969	C05
C0033788	C05
C1839030	C05
C2751318	C05
C1833699	C05
C3698507	C05
C0039103	C05
C3150414	C05
C1838652	C05
C1842691	C05
C1861693	C05
C0410607	C05
C0085179	C05
C2751319	C05
C1835009	C05
C0406727	C05
C4543876	C05
C0162666	C05
C0231529	C05
C0271826	C05
C1862103	C05
C0025299	C05
C3151209	C05
C0266617	C05
C0024904	C05
C1844926	C05
C3824909	C05
C0221055	C05
C3887496	C05
C1865070	C05
C0158713	C05
C4025164	C05
C4704884	C05
C1853566	C05
C1840419	C05
C0014647	C05
C0398680	C05
C0795939	C05
C0265551	C05
C0432254	C05
C1704375	C05
C4317154	C05
C1282952	C05
C0013393	C05
C0265554	C05
C1868433	C05
C3645536	C05
C1851443	C05
C0342643	C05
C1862170	C05
C3502214	C05
C3668942	C05
C0155411	C05
C0857177	C05
C0023003	C05
C0302246	C05
C0152244	C05
C0432268	C05
C4511579	C05
C1839028	C05
C0005967	C05
C0265226	C05
C1840321	C05
C0013264	C05
C4721502	C05
C0342650	C05
C0410719	C05
C4025192	C05
C1860614	C05
C1851536	C05
C3489726	C05
C1840535	C05
C2931662	C05
C1853198	C05
C0003886	C05
C0266521	C05
C1849075	C05
C1849069	C05
C0039496	C05
C3890205	C05
C4021726	C05
C4551476	C05
C0343180	C05
C1836206	C05
C0238286	C05
C3501846	C05
C0334566	C05
C1854664	C05
C2751322	C05
C1834759	C05
C2748544	C05
C0751657	C05
C4721893	C05
C0233608	C05
C1832451	C05
C0748616	C05
C2930793	C05
C0033324	C05
C0796102	C05
C2936444	C05
C3661489	C05
C1859726	C05
C0265669	C05
C4706613	C05
C1842161	C05
C0877521	C05
C0001080	C05
C0162672	C05
C0410632	C05
C4551975	C05
C0018522	C05
C1861305	C05
C0948187	C05
C1848488	C05
C0003868	C05
C1850040	C05
C0749379	C05
C2675185	C05
C1857255	C05
C2673396	C05
C0015306	C05
C0009918	C05
C1868577	C05
C4274324	C05
C1837317	C05
C1844696	C05
C1865267	C05
C0009730	C05
C4707825	C05
C0265218	C05
C0796133	C05
C1863516	C05
C1850127	C05
C0334477	C05
C2931505	C05
C2930971	C05
C4531172	C05
C2930970	C05
C4303947	C05
C1850625	C05
C0878683	C05
C0311337	C05
C1865185	C05
C0009081	C05
C0086981	C05
C0409860	C05
C0334552	C05
C0392477	C05
C1834569	C05
C0276035	C05
C3279564	C05
C1858424	C05
C0265301	C05
C1852597	C05
C1290162	C05
C3887650	C05
C1390512	C05
C0302892	C05
C0346979	C05
C1970269	C05
C0018564	C05
C3665488	C05
C0265241	C05
C1861099	C05
C3809209	C05
C1864186	C05
C2750414	C05
C0271695	C05
C1832855	C05
C0157845	C05
C0334166	C05
C4509670	C05
C1834821	C05
C0578437	C05
C0264353	C05
C0392476	C05
C0949496	C05
C1840529	C05
C0796032	C05
C1828221	C05
C4751077	C05
C1857829	C05
C0238479	C05
C1849453	C05
C0574996	C05
C2936332	C05
C4317218	C05
C1854106	C05
C0265202	C05
C2940785	C05
C3502510	C05
C0025958	C05
C0265224	C05
C1843478	C05
C4551602	C05
C2315667	C05
C1861922	C05
C3890733	C05
C1838877	C05
C0795693	C05
C2673195	C05
C0265306	C05
C4076240	C05
C1334620	C05
C0796280	C05
C0079541	C05
C0345382	C05
C4275033	C05
C0022541	C05
C1840061	C05
C2931649	C05
C0022738	C05
C2678061	C05
C1863870	C05
C0027126	C05
C2931073	C05
C0178703	C05
C1864975	C05
C0558193	C05
C0079037	C05
C0221168	C05
C0029294	C05
C1859977	C05
C1862112	C05
C1850830	C05
C0022682	C05
C1862158	C05
C0240635	C05
C0008928	C05
C1834014	C05
C4025381	C05
C0426799	C05
C1836602	C05
C1847604	C05
C0024694	C05
C0409954	C05
C1850106	C05
C0345392	C05
C4024942	C05
C0220692	C05
C1848651	C05
C0035353	C05
C1867146	C05
C2676443	C05
C0264757	C05
C0700635	C05
C0014670	C05
C0409635	C05
C0265342	C05
C0878660	C05
C1848947	C05
C0795940	C05
C0574960	C05
C3495559	C05
C0013312	C05
C1863753	C05
C1857316	C05
C0036069	C05
C0175693	C05
C0239138	C05
C1862471	C05
C1864689	C05
C0796154	C05
C1850318	C05
C0432124	C05
C1865233	C05
C0265344	C05
C0751406	C05
C3887662	C05
C2678194	C05
C0751656	C05
C4551478	C05
C0242217	C05
C0158447	C05
C0410180	C05
C0341038	C05
C1840528	C05
C0796081	C05
C0035436	C05
C2748516	C05
C4551487	C05
C0795974	C05
C0029464	C05
C0747733	C05
C1837756	C05
C3494506	C05
C0038015	C05
C0037939	C05
C1839566	C05
C1850168	C05
C1835450	C05
C1857977	C05
C0020497	C05
C2350233	C05
C1969655	C05
C0410529	C05
C0751713	C05
C1856061	C05
C0022596	C05
C0016065	C05
C0409931	C05
C4024730	C05
C1442903	C05
C1847532	C05
C4021626	C05
C1850746	C05
C4552043	C05
C0391820	C05
C1837481	C05
C3552414	C05
C0085700	C05
C3150941	C05
C0410606	C05
C0012236	C05
C1836683	C05
C0410574	C05
C1846796	C05
C1832597	C05
C4704885	C05
C0009207	C05
C2674695	C05
C1861348	C05
C0345371	C05
C0239325	C05
C1861980	C05
C0038017	C05
C0015302	C05
C3494419	C05
C4551998	C05
C1395852	C05
C0395905	C05
C0265248	C05
C0432125	C05
C1858127	C05
C4551680	C05
C1275078	C05
C1969799	C05
C0011428	C05
C1833662	C05
C2931268	C05
C0545617	C05
C0041324	C05
C1834038	C05
C1970840	C05
C4551988	C05
C0410189	C05
C4025258	C05
C0026858	C05
C1853296	C05
C4551562	C05
C4551973	C05
C1838254	C05
C4551971	C05
C1855607	C05
C0238190	C05
C0033835	C05
C0266122	C05
C0030443	C05
C3553571	C05
C1849779	C05
C0746025	C05
C0027543	C05
C2931150	C05
C1854630	C05
C0265263	C05
C4082974	C05
C0431111	C05
C1836155	C05
C0524582	C05
C2674705	C05
C1836723	C05
C0410226	C05
C0265240	C05
C2677299	C05
C0240017	C05
C0025239	C05
C0410257	C05
C1849011	C05
C1868678	C05
C1327916	C05
C3711387	C05
C0018536	C05
C1857775	C05
C1832594	C05
C1857025	C05
C1833453	C05
C0796095	C05
C0149887	C05
C0268689	C05
C4021244	C05
C2750035	C05
C0220693	C05
C0238357	C05
C1862151	C05
C1859209	C05
C2678312	C05
C1142253	C05
C1837757	C05
C2676772	C05
C0432242	C05
C0403566	C05
C1836448	C05
C3279699	C05
C1857790	C05
C1856728	C05
C1290140	C05
C0013903	C05
C0238591	C05
C1832525	C05
C1837073	C05
C1858726	C05
C0555973	C05
C4707728	C05
C0477611	C05
C1866008	C05
C1692886	C05
C2931171	C05
C1861366	C05
C4512050	C05
C1832708	C05
C0265294	C05
C4518774	C05
C1853926	C05
C3810018	C05
C1281373	C05
C0271568	C05
C2931507	C05
C0158486	C05
C0086743	C05
C2749007	C05
C0157846	C05
C0035440	C05
C1855081	C05
C0003864	C05
C0345375	C05
C0220722	C05
C0443306	C05
C1832440	C05
C0003865	C05
C0948364	C05
C0728895	C05
C1384641	C05
C4551483	C05
C1367554	C05
C1273957	C05
C4274307	C05
C4551826	C05
C3494424	C05
C0432269	C05
C0432209	C05
C0265308	C05
C1844689	C05
C0271333	C05
C0751037	C05
C0796068	C05
C1300256	C05
C4551566	C05
C1852924	C05
C1866656	C05
C0432262	C05
C0281899	C05
C4749351	C05
C1832590	C05
C0158458	C05
C0268117	C05
C0265220	C05
C3711377	C05
C1836756	C05
C1261982	C05
C0149896	C05
C4011726	C05
C3149695	C05
C0035012	C05
C3645711	C05
C3276228	C05
C0005944	C05
C0023234	C05
C4706574	C05
C3710589	C05
C0020498	C05
C0221248	C05
C0431879	C05
C1970841	C05
C3494423	C05
C1838876	C05
C1832167	C05
C0271789	C05
C1845146	C05
C1850169	C05
C1271100	C05
C2675486	C05
C4024667	C05
C0220775	C05
C0409700	C05
C1845168	C05
C0035450	C05
C0796036	C05
C1863204	C05
C1866649	C05
C4272578	C05
C3493776	C05
C0151786	C05
C1842464	C05
C0795833	C05
C0158734	C05
C1838103	C05
C0221199	C05
C0795902	C05
C0038604	C05
C1842149	C05
C0158646	C05
C0006444	C05
C1849140	C05
C1866174	C05
C0157847	C05
C4273748	C05
C4014987	C05
C0343713	C05
C0030215	C05
C0809936	C05
C0795905	C05
C1291299	C05
C4551475	C05
C0240094	C05
C0003862	C05
C1844887	C05
C0239831	C05
C1848595	C05
C1861355	C05
C0427065	C05
C1969652	C05
C1836038	C05
C0265295	C05
C1861921	C05
C1304514	C05
C1832702	C05
C0521532	C05
C1859309	C05
C0005940	C05
C2051831	C05
C0432123	C05
C0151825	C05
C2750066	C05
C0265235	C05
C0684743	C05
C2751321	C05
C0432122	C05
C2242710	C05
C2348239	C05
C0005942	C05
C1867440	C05
C1290145	C05
C0026848	C05
C0431890	C05
C0026850	C05
C2674737	C05
C0409896	C05
C0265274	C05
C0265291	C05
C0687154	C05
C1835265	C05
C3887523	C05
C0036391	C05
C0340834	C05
C0220659	C05
C2674173	C05
C0796232	C05
C0431887	C05
C0410207	C05
C2930865	C05
C1832273	C05
C0221785	C05
C1832431	C05
C1832352	C05
C3711645	C05
C4552029	C05
C1843323	C05
C0268344	C05
C3150876	C05
C0017547	C05
C0039743	C05
C0410173	C05
C1847593	C05
C1838625	C05
C1956147	C05
C1860119	C05
C1859069	C05
C0264009	C05
C1858516	C05
C1839258	C05
C0220697	C05
C0009917	C05
C4509819	C05
C4551954	C05
C1852989	C05
C1838348	C05
C1300257	C05
C1384600	C05
C0375536	C05
C1832733	C05
C2678055	C05
C1319466	C05
C1838612	C05
C1832370	C05
C1848794	C05
C0013589	C05
C1332140	C05
C0162674	C05
C0342788	C05
C1863616	C05
C0152427	C05
C3711559	C05
C1844520	C05
C2931894	C05
C0265293	C05
C1848934	C05
C0022408	C05
C0002382	C05
C0239998	C05
C0520474	C05
C0795949	C05
C1835820	C05
C0524948	C05
C0022410	C05
C0265205	C05
C0342642	C05
C4551679	C05
C0265223	C05
C3280073	C05
C0018194	C05
C0009701	C05
C1847408	C05
C3888318	C05
C4275164	C05
C3889038	C05
C1859406	C05
C1860972	C05
C1836123	C05
C0016063	C05
C1850709	C05
C1263858	C05
C0270985	C05
C1864356	C05
C2930987	C05
C0149662	C05
C1837657	C05
C0854084	C05
C1867439	C05
C2931895	C05
C1456792	C05
C2348101	C05
C0158784	C05
C3840151	C05
C1834877	C05
C0334482	C05
C2936781	C05
C0432255	C05
C1832918	C05
C1850718	C05
C1837210	C05
C0016064	C05
C2750355	C05
C1846142	C05
C4551565	C05
C1833578	C05
C1847827	C05
C2931928	C05
C1832916	C05
C1858656	C05
C0029434	C05
C0087031	C05
C0265273	C05
C1864843	C05
C0005941	C05
C0027080	C05
C0022415	C05
C3898123	C05
C4025193	C05
C2931072	C05
C0795998	C05
